road_type,year,verify_install_year,len,adj_len,road_type_recode,verify_install_type,install_len,upgrade1_len,upgrade1_len_replaced,upgrade2_len,upgrade2_len_replaced
Arterial,2019,,,0.34114358751264307,,None,0.13909839945329086,0.341143587512643,0.13909839945329086,0,0
Arterial,2019,,,5.137845247352623,,PBL,5.311781755288338,0.16720707957692754,0.341143587512643,0,0
Arterial,2019,,,15.639896510540172,,PL,15.66800519066381,0.13909839945329086,0.16720707957692754,0,0
Arterial,2020,,,0.17633238192562928,,BUF,0.17633238192562928,0,0,0,0
Arterial,2020,,,0.34114358751264307,,None,0.13909839945329086,0.341143587512643,0.13909839945329086,0,0
Arterial,2020,,,6.318350990919953,,PBL,6.319572884559445,0.33992169387315047,0.341143587512643,0,0
Arterial,2020,,,15.639896510540172,,PL,15.66800519066381,0.13909839945329086,0.16720707957692754,0,0
Arterial,2021,,,2.514524861663364,,BUF,2.514524861663364,0,0,0,0
Arterial,2021,,,0.682287175025286,,None,0.13909839945329086,0.341143587512643,0.13909839945329086,0,0.341143587512643
Arterial,2021,,,10.266506962889938,,PBL,8.848636234896327,1.4178707279936102,0.341143587512643,0.341143587512643,0
Arterial,2021,,,15.639896510540172,,PL,15.66800519066381,0.13909839945329086,0.16720707957692754,0,0
Arterial,2022,,,2.514524861663364,,BUF,2.514524861663364,0,0,0,0
Arterial,2022,,,0.682287175025286,,None,0.13909839945329086,0.341143587512643,0.13909839945329086,0,0.341143587512643
Arterial,2022,,,10.681630365092946,,PBL,8.965323396903436,1.7163069681895093,0.341143587512643,0.341143587512643,0
Arterial,2022,,,15.341460270344273,,PL,15.66800519066381,0.13909839945329086,0.4656433197728266,0,0
Collector,2007,,,2.0114247413743844,,PL,2.0114247413743844,0,0,0,0
Collector,2009,,,0,,BUF,0,0,0,0,0
Collector,2009,,,0,,PBL,0,0,0,0,0
Collector,2009,,,3.707542664360114,,PL,3.707542664360114,0,0,0,0
Collector,2010,,,0,,BUF,0,0,0,0,0
Collector,2010,,,0,,PBL,0,0,0,0,0
Collector,2010,,,5.355667613972583,,PL,5.355667613972583,0,0,0,0
Collector,2011,,,0.094811108737123,,BUF,0.094811108737123,0,0,0,0
Collector,2011,,,0,,PBL,0,0,0,0,0
Collector,2011,,,7.0478967849577865,,PL,7.0478967849577865,0,0,0,0
Collector,2012,,,0.094811108737123,,BUF,0.094811108737123,0,0,0,0
Collector,2012,,,0,,PBL,0,0,0,0,0
Collector,2012,,,9.655156618763456,,PL,9.655156618763456,0,0,0,0
Collector,2013,,,0.094811108737123,,BUF,0.094811108737123,0,0,0,0
Collector,2013,,,0,,PBL,0,0,0,0,0
Collector,2013,,,11.6691453092601,,PL,11.6691453092601,0,0,0,0
Collector,2014,,,0.094811108737123,,BUF,0.094811108737123,0,0,0,0
Collector,2014,,,0,,PBL,0,0,0,0,0
Collector,2014,,,15.617961726293117,,PL,15.617961726293117,0,0,0,0
Collector,2015,,,0.094811108737123,,BUF,0.094811108737123,0,0,0,0
Collector,2015,,,0,,PBL,0,0,0,0,0
Collector,2015,,,15.774328549274928,,PL,15.774328549274928,0,0,0,0
Collector,2016,,,0.11326815702295581,,BUF,0.094811108737123,0.11326815702295581,0.094811108737123,0,0
Collector,2016,,,0.3186886113330878,,PBL,0.22387750259596476,0.094811108737123,0,0,0
Collector,2016,,,18.08594606648832,,PL,18.199214223511273,0,0.11326815702295581,0,0
Collector,2017,,,0.11326815702295581,,BUF,0.094811108737123,0.11326815702295581,0.094811108737123,0,0
Collector,2017,,,0.41413678813431964,,PBL,0.31932567939719664,0.094811108737123,0,0,0
Collector,2017,,,21.606626551622647,,PL,21.7198947086456,0,0.11326815702295581,0,0
Collector,2018,,,0.11326815702295581,,BUF,0.094811108737123,0.11326815702295581,0.094811108737123,0,0
Collector,2018,,,0.41413678813431964,,PBL,0.31932567939719664,0.094811108737123,0,0,0
Collector,2018,,,24.36622846122888,,PL,24.479496618251833,0,0.11326815702295581,0,0
Collector,2019,,,0.11326815702295581,,BUF,0.094811108737123,0.11326815702295581,0.094811108737123,0,0
Collector,2019,,,0.41413678813431964,,PBL,0.31932567939719664,0.094811108737123,0,0,0
Collector,2019,,,24.730487515308052,,PL,24.843755672331007,0,0.11326815702295581,0,0
Collector,2020,,,0.11326815702295581,,BUF,0.094811108737123,0.11326815702295581,0.094811108737123,0,0
Collector,2020,,,1.2118915895658826,,PBL,1.077727745272253,0.13416384429362976,0,0,0
Collector,2020,,,25.108180183049374,,PL,25.221448340072328,0,0.11326815702295581,0,0
Collector,2021,,,1.794789688738662,,BUF,1.7763326404528292,0.11326815702295581,0.094811108737123,0,0
Collector,2021,,,3.8916908667534003,,PBL,3.70259644496077,0.18909442179263036,0,0,0
Collector,2021,,,25.053249605550374,,PL,25.221448340072328,0,0.1681987345219564,0,0
Collector,2022,,,1.794789688738662,,BUF,1.7763326404528292,0.11326815702295581,0.094811108737123,0,0
Collector,2022,,,5.06831691363048,,PBL,4.87922249183785,0.18909442179263036,0,0,0
Collector,2022,,,25.053249605550374,,PL,25.221448340072328,0,0.1681987345219564,0,0
Local,2009,,,0,,BUF,0,0,0,0,0
Local,2009,,,0.17084231941256903,,None,0.17084231941256903,0,0,0,0
Local,2009,,,0,,PBL,0,0,0,0,0
Local,2009,,,1.8351085915132208,,PL,1.8351085915132208,0,0,0,0
Local,2010,,,0,,BUF,0,0,0,0,0
Local,2010,,,0.17084231941256903,,None,0.17084231941256903,0,0,0,0
Local,2010,,,0,,PBL,0,0,0,0,0
Local,2010,,,4.127528957398398,,PL,4.127528957398398,0,0,0,0
Local,2011,,,0.4549157995916477,,BUF,0.4549157995916477,0,0,0,0
Local,2011,,,0.6630788737941626,,None,0.6630788737941626,0,0,0,0
Local,2011,,,0,,PBL,0,0,0,0,0
Local,2011,,,4.419227108465454,,PL,4.419227108465454,0,0,0,0
Local,2012,,,0.4549157995916477,,BUF,0.4549157995916477,0,0,0,0
Local,2012,,,0.6630788737941626,,None,0.6630788737941626,0,0,0,0
Local,2012,,,0.21950631547171776,,PBL,0.21950631547171776,0,0,0,0
Local,2012,,,5.814431572381963,,PL,5.814431572381963,0,0,0,0
Local,2013,,,0.4549157995916477,,BUF,0.4549157995916477,0,0,0,0
Local,2013,,,0.8825851892658804,,None,0.6630788737941626,0.21950631547171776,0,0,0
Local,2013,,,0.7032265706726416,,PBL,0.9227328861443593,0,0.21950631547171776,0,0
Local,2013,,,6.238555039825272,,PL,6.238555039825272,0,0,0,0
Local,2014,,,0.4549157995916477,,BUF,0.4549157995916477,0,0,0,0
Local,2014,,,0.8825851892658804,,None,0.6630788737941626,0.21950631547171776,0,0,0
Local,2014,,,0.8582800927130291,,PBL,1.0777864081847468,0,0.21950631547171776,0,0
Local,2014,,,7.1683593094330815,,PL,7.1683593094330815,0,0,0,0
Local,2015,,,0.4549157995916477,,BUF,0.4549157995916477,0,0,0,0
Local,2015,,,0.8825851892658804,,None,0.6630788737941626,0.21950631547171776,0,0,0
Local,2015,,,2.2820893476643573,,PBL,2.501595663136075,0,0.21950631547171776,0,0
Local,2015,,,7.1683593094330815,,PL,7.1683593094330815,0,0,0,0
Local,2016,,,0.4549157995916477,,BUF,0.4549157995916477,0,0,0,0
Local,2016,,,0.8825851892658804,,None,0.6630788737941626,0.21950631547171776,0,0,0
Local,2016,,,3.026989595668909,,PBL,3.2464959111406264,0,0.21950631547171776,0,0
Local,2016,,,10.006947065071323,,PL,10.006947065071323,0,0,0,0
Local,2017,,,0.4549157995916477,,BUF,0.4549157995916477,0,0,0,0
Local,2017,,,0.8825851892658804,,None,0.6630788737941626,0.21950631547171776,0,0,0
Local,2017,,,3.079029136661422,,PBL,3.2985354521331396,0,0.21950631547171776,0,0
Local,2017,,,13.083905508254368,,PL,13.083905508254368,0,0,0,0
Local,2018,,,0.4549157995916477,,BUF,0.4549157995916477,0,0,0,0
Local,2018,,,0.8825851892658804,,None,0.6630788737941626,0.21950631547171776,0,0,0
Local,2018,,,3.079029136661422,,PBL,3.2985354521331396,0,0.21950631547171776,0,0
Local,2018,,,14.49822180233076,,PL,14.49822180233076,0,0,0,0
Local,2019,,,0.4549157995916477,,BUF,0.4549157995916477,0,0,0,0
Local,2019,,,0.8825851892658804,,None,0.6630788737941626,0.21950631547171776,0,0,0
Local,2019,,,3.731473877996379,,PBL,3.9509801934680966,0,0.21950631547171776,0,0
Local,2019,,,14.679669766442709,,PL,14.679669766442709,0,0,0,0
Local,2020,,,0.4549157995916477,,BUF,0.4549157995916477,0,0,0,0
Local,2020,,,1.30555499793734,,None,0.6630788737941626,0.6424761241431773,0,0,0
Local,2020,,,6.701483136257146,,PBL,6.169783493313692,1.1741757670866313,0.6424761241431773,0,0
Local,2020,,,14.779637767285518,,PL,14.779637767285518,0,0,0,0
Local,2021,,,0.4549157995916477,,BUF,0.4549157995916477,0,0,0,0
Local,2021,,,0.8619824396148951,,None,0.6630788737941626,0.6424761241431773,0.6630788737941626,0,0.21950631547171776
Local,2021,,,9.331660511937384,,PBL,7.9173756797280515,1.8372546408807937,0.6424761241431773,0.21950631547171776,0
Local,2021,,,14.951164698693445,,PL,14.951164698693445,0,0,0,0
Local,2022,,,0.4549157995916477,,BUF,0.4549157995916477,0,0,0,0
Local,2022,,,1.2849522482863547,,None,0.6630788737941626,0.6424761241431773,0.6630788737941626,0,0.6424761241431773
Local,2022,,,11.166181812583067,,PBL,9.328927171702274,1.8372546408807937,0.6424761241431773,0.6424761241431773,0
Local,2022,,,14.951164698693445,,PL,14.951164698693445,0,0,0,0
Local,2023,,,9.562157301176981,,PBL,9.562157301176981,0,0,0,0
